T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
643,Russian Federation,2020,Major trading partner 2 (% of exports),India,,1.7,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 2 (% of exports),India,,16.2,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 2 (% of imports),Kazakhstan,,2.4,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2020,Major trading partner 2 (% of imports),Kazakhstan,,2.2,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 2 (% of imports),Kazakhstan,,4.6,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 3 (% of exports),Türkiye,,4.9,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2020,Major trading partner 3 (% of exports),Türkiye,,4.7,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 3 (% of exports),Türkiye,,10.6,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 3 (% of imports),Türkiye,,2.2,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2020,Major trading partner 3 (% of imports),Türkiye,,2.2,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 3 (% of imports),Türkiye,,4.0,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,32.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,27.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,38.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 1 (% of imports),China,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 1 (% of imports),China,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 1 (% of imports),China,,21.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 2 (% of exports),United Arab Emirates,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 2 (% of exports),United Arab Emirates,,45.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 2 (% of exports),United Arab Emirates,,29.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 2 (% of imports),United Rep. Tanzania,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 2 (% of imports),United Rep. Tanzania,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 2 (% of imports),United Rep. Tanzania,,11.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 3 (% of exports),China,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 3 (% of exports),China,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 3 (% of exports),China,,4.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2015,Major trading partner 3 (% of imports),Kenya,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2020,Major trading partner 3 (% of imports),Kenya,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
646,Rwanda,2024,Major trading partner 3 (% of imports),Kenya,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of exports),United States,,65.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2020,Major trading partner 1 (% of exports),United States,,72.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 1 (% of exports),United States,,36.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of imports),United States,,60.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2020,Major trading partner 1 (% of imports),United States,,44.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 1 (% of imports),United States,,41.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 2 (% of exports),Malta,,27.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,,7.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 2 (% of imports),Trinidad and Tobago,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of exports),Saint Vincent and the Grenadines,,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2020,Major trading partner 3 (% of exports),Saint Vincent and the Grenadines,,2.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 3 (% of exports),Saint Vincent and the Grenadines,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of imports),China,,2.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2020,Major trading partner 3 (% of imports),China,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
659,Saint Kitts and Nevis,2024,Major trading partner 3 (% of imports),China,,7.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
662,Saint Lucia,2015,Major trading partner 1 (% of exports),Suriname,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
